method,seed,correlation,accuracy,macro_f1,effective_bits,compressed_bits,raw_selected_bits,mean_selected_hops,mean_selected_etx,compression_saving,energy_j,min_residual_energy_j,participation_jain,utility_target_js,class_coverage_js,mean_route_cost,mean_route_hops,max_relay_queue,max_relay_energy_j
resource,53,0.0,0.959,0.9586728423646246,1416446.183110017,748800.0,1463040.0,1.0833333333333333,1.8916215052217114,0.5979375400856621,6.057744182861881,8.61546194460964,0.7817589576547231,0.11795934673302211,0.0017937721714259515,2.4079660137861993,1.2916666666666667,0.014793796568540272,0.13508518800836394
resource,59,0.0,0.919,0.919277274335464,1329818.5769516965,748800.0,1463040.0,1.05,1.7759329286213896,0.5744332040281241,5.888037988932181,8.459525097817156,0.8516678495386799,0.04035125414133633,0.003435896857573776,2.1358387418502507,1.1666666666666667,0.0,0.07669559433386965
resource,61,0.0,0.927,0.922927893639315,1451777.528928032,748800.0,1463040.0,1.1416666666666666,1.9388054606410658,0.6009877565044801,6.1647680847122395,8.446193808041642,0.7312614259597806,0.06649041734870059,0.001208729623860302,2.4868961381278054,1.375,0.017320685833006222,0.15138004199951882
resource,67,0.0,0.938,0.9370832505411958,1455493.4672504193,748800.0,1463040.0,1.0375,1.9437679851100684,0.5629483350661313,6.071136038523583,8.797594532850827,0.8426966292134831,0.0651532065380086,0.0012461634784541062,2.2762569324463744,1.125,0.010521906848391133,0.07297295023819908
resource,71,0.0,0.924,0.9226411979991894,1635732.072003559,748800.0,1463040.0,1.1375,2.184471250004757,0.5838646543336208,6.4506973011033155,8.49236563115388,0.7751937984496124,0.07882911466603335,0.001630155488250623,2.686713537268736,1.3333333333333333,0.00562471202212173,0.08427202601347597
resource,73,0.0,0.96,0.9589355960725415,1374446.8254430823,748800.0,1463040.0,1.0833333333333333,1.8355326194485606,0.5748628468413338,6.018537465028427,8.258508608449054,0.8676789587852495,0.08318956267343927,0.0006433388811601943,2.209747658777339,1.2083333333333333,0.0,0.11416083571725588
resource,79,0.0,0.96,0.9600107639589737,1502221.2418066065,748800.0,1463040.0,1.1291666666666667,2.006171530190447,0.5635214954898352,6.237010913401853,8.261918604104633,0.8765522279035792,0.04889014421054696,0.001891377511261046,2.3524198644798773,1.2083333333333333,0.011814979076344757,0.12346304551555565
resource,83,0.0,0.916,0.914081190349961,1590806.6925474964,748800.0,1463040.0,1.1416666666666666,2.124474749662792,0.5887563211966818,6.386860035014764,8.368236818336518,0.7736943907156673,0.07532510632504674,0.002213742536735865,2.6440031843118774,1.3333333333333333,0.0215166741196907,0.14441966910811863
resource,89,0.0,0.961,0.9613259189599068,1455993.9536802426,748800.0,1463040.0,1.1125,1.9444363697652831,0.5976322938479949,6.147249414314024,8.410591520176814,0.7782101167315175,0.0816782544385479,0.0004894410522978637,2.4733196863506457,1.2916666666666667,0.017088326332144074,0.12763528889884657
resource,97,0.0,0.926,0.9256518464274164,1535648.6995199411,748800.0,1463040.0,1.1125,2.0508128999999236,0.581000755148211,6.257608569945388,8.689132421200595,0.800533689126084,0.07453027806916598,0.0024810250991655356,2.5050848241445878,1.2916666666666667,0.0,0.13485704947171723
utility,53,0.0,0.959,0.9588829122138407,2051657.6056249372,748800.0,1463040.0,1.4333333333333333,2.73992735793928,0.41763088943602167,7.418949217394894,8.41120866286263,0.6237006237006237,0.06897956427770909,0.005105408378989321,2.4079660137861993,1.2916666666666667,0.3892743757342603,0.5492743757342606
utility,59,0.0,0.915,0.9154390360432896,1484632.4893040522,748800.0,1463040.0,1.0875,1.9826822773825468,0.5248898589481614,6.159501418483524,8.393842531590034,0.712166172106825,0.0441431246924891,0.003795682098799789,2.1358387418502507,1.1666666666666667,0.019197066963879822,0.10574777560242107
utility,61,0.0,0.926,0.9221660596731969,1598852.3104292355,748800.0,1463040.0,1.2375,2.135219431662971,0.5605651453543128,6.4894191752773125,8.220374497151125,0.6063668519454269,0.04971391973268301,0.006095376869931165,2.4868961381278054,1.375,0.11524302386282242,0.2752430238628226
utility,67,0.0,0.939,0.9379449640418764,1753963.656111118,748800.0,1463040.0,1.1541666666666666,2.3423659937381385,0.4733245092573337,6.670952719622744,8.744492817184426,0.6644518272425249,0.05986296122142027,0.0020399068868171078,2.2762569324463744,1.125,0.15007229693025664,0.29407229693025677
utility,71,0.0,0.927,0.925995933409886,1977673.313544364,748800.0,1463040.0,1.2625,2.6411235490709952,0.496873734988326,7.097092020920262,8.214834336191728,0.44150110375275936,0.10797132294871427,0.02945386946074447,2.686713537268736,1.3333333333333333,0.2755013265063775,0.4355013265063774
utility,73,0.0,0.947,0.9458143497989372,1763782.7784962542,748800.0,1463040.0,1.2291666666666667,2.355479137949056,0.45443535874991037,6.807319132957703,7.968280852490183,0.6279434850863422,0.06257629933354289,0.011257870362231175,2.209747658777339,1.2083333333333333,0.17731324134065346,0.3253132413406536
utility,79,0.0,0.951,0.9510787359861087,1577922.620889637,748800.0,1463040.0,1.1541666666666666,2.107268457384666,0.5415260504701781,6.367466085436479,8.309743861966734,0.5791505791505791,0.07114913699785354,0.005782791719308602,2.3524198644798773,1.2083333333333333,0.10235897172055562,0.2623589717205558
utility,83,0.0,0.911,0.9094337822157309,1994927.477614506,748800.0,1463040.0,1.3416666666666666,2.6641659690364685,0.4842859797589648,7.254545149730727,8.134185181392345,0.6389776357827476,0.053766593787154135,0.013725259622136957,2.6440031843118774,1.3333333333333333,0.28675011179536036,0.44275011179536045
utility,89,0.0,0.957,0.9571200221124855,1834152.3862741843,748800.0,1463040.0,1.2958333333333334,2.4494556440627515,0.49312723000466085,6.916781966372071,7.982396456754593,0.6500541711809318,0.064135010280894,0.0006215936818080328,2.4733196863506457,1.2916666666666667,0.43376700634167187,0.5817670063416718
utility,97,0.0,0.921,0.9207395454044234,1943915.4883231046,748800.0,1463040.0,1.375,2.596040983337479,0.46960582721966426,7.1381734884568,8.416622571751082,0.6597031335898845,0.06719234645114736,0.0012186667330014622,2.5050848241445878,1.2916666666666667,0.3535489354624573,0.5135489354624575
proposed,53,0.0,0.957,0.9569055830786887,586840.452757667,241920.0,1463040.0,1.3083333333333333,2.425762453528715,0.8334235929141085,4.836864291155518,8.542774736069529,0.823045267489712,0.0063578504110481104,0.0020081110246086683,2.4079660137861993,1.2916666666666667,0.010063253137699096,0.13799449570809597
proposed,59,0.0,0.916,0.9162639641637252,454727.1330512637,241920.0,1463040.0,1.0708333333333333,1.8796591147952386,0.8544788195862808,4.547989176039457,8.457681129661276,0.8438818565400844,0.005122904775024481,0.0025876850932289954,2.1358387418502507,1.1666666666666667,0.0006407955751246558,0.03721632944682032
proposed,61,0.0,0.931,0.9277546887813604,515015.675769708,241920.0,1463040.0,1.2291666666666667,2.1288677073813953,0.8584510669648067,4.693457235387042,8.565644415772493,0.7537688442211056,0.011987079724317218,0.0038924979884352347,2.4868961381278054,1.375,0.0004407036368206741,0.07996903443795565
proposed,67,0.0,0.941,0.9399034108730515,535217.4961634142,241920.0,1463040.0,1.1166666666666667,2.212373909405648,0.8392863293011876,4.690616213847612,8.854731486039856,0.8658008658008658,0.006892429045084081,0.000638117723576075,2.2762569324463744,1.125,0.0007503986427195315,0.08058065994343717
proposed,71,0.0,0.927,0.9261021346186638,620487.5395472317,245520.0,1463040.0,1.2416666666666667,2.5450032978876407,0.8421460328555528,4.862423822130906,8.405406499997131,0.684931506849315,0.011456374929356862,0.011997996750867726,2.686713537268736,1.3333333333333333,0.0009563598223399257,0.08247956157176488
proposed,73,0.0,0.95,0.9488756678337451,533961.1849094734,241920.0,1463040.0,1.2041666666666666,2.2071808238652157,0.8348377442856247,4.734333181428575,8.243037059617144,0.8379888268156425,0.0043673516241277705,0.005040996757577133,2.209747658777339,1.2083333333333333,4.913175239291707e-05,0.07165990980580833
proposed,79,0.0,0.954,0.9539573320518642,517021.06246151665,243744.0,1463040.0,1.1541666666666666,2.127186516417338,0.8497767347024963,4.670615118486798,8.339393644261257,0.78125,0.005859889271784927,0.0031267249965597098,2.3524198644798773,1.2083333333333333,0.0011094547785113831,0.0648180988956667
proposed,83,0.0,0.914,0.9121494812071032,641344.3526691791,241920.0,1463040.0,1.3416666666666666,2.651059658850769,0.8342043617197498,4.937878585215532,8.289072036698082,0.7802340702210663,0.007069060821329337,0.00971645285067554,2.6440031843118774,1.3333333333333333,0.0,0.10596622351911754
proposed,89,0.0,0.958,0.9581831288760284,558044.1034240586,241920.0,1463040.0,1.2458333333333333,2.306729924867969,0.8457830643741102,4.765774769898461,8.462193911532708,0.8339124391938847,0.004864298322673537,0.0005837901807955359,2.4733196863506457,1.2916666666666667,0.0012632253795187495,0.11205570014294675
proposed,97,0.0,0.923,0.9226344528819015,584608.8684368494,241920.0,1463040.0,1.2875,2.4165379813031125,0.8404904230470988,4.812122799062708,8.728181928586157,0.8830022075055187,0.004708459212397539,0.0011100513768147794,2.5050848241445878,1.2916666666666667,0.00033486708209723697,0.1307958137066974
random,53,0.5,0.969,0.9690318285846921,1755981.0484509794,748800.0,1463040.0,1.2625,2.3450601608586807,0.5015595591828272,6.785033125696382,8.479293090111634,0.9280742459396751,0.03677746435185994,0.0012918570433986696,2.4079660137861993,1.2916666666666667,0.2519785400314511,0.4119785400314512
random,59,0.5,0.933,0.9331798654361985,1615460.576617454,748800.0,1463040.0,1.1666666666666667,2.157399274328863,0.48302242612231105,6.44606685088823,8.437630909074782,0.9331259720062208,0.04949604726676057,0.0009371706070722694,2.1358387418502507,1.1666666666666667,0.22682436671540782,0.378824366715408
random,61,0.5,0.946,0.9447055674213182,1863799.2496899501,748800.0,1463040.0,1.3916666666666666,2.489048143282517,0.4877460869688667,7.043801268080338,8.106215341280233,0.8961911874533234,0.044706966862210706,0.0010260747697833968,2.4868961381278054,1.375,0.28108434662727344,0.4410843466272736
random,67,0.5,0.941,0.9413169898487157,1705768.5802850984,748800.0,1463040.0,1.1041666666666667,2.2780029117055265,0.48779639704338296,6.531585221263812,8.691391101518025,0.9441384736428009,0.050634769907112534,0.00070100232301731,2.2762569324463744,1.125,0.04717142217130206,0.2043969438662061
random,71,0.5,0.92,0.9190926245488823,2047749.8774367576,748800.0,1463040.0,1.3583333333333334,2.7347087038418274,0.47904603836393045,7.375572265917931,8.298093724680374,0.9360374414976599,0.05312590652459699,0.0007861584165333169,2.686713537268736,1.3333333333333333,0.09687966687748663,0.23908483380221712
random,73,0.5,0.974,0.9730183586503929,1699264.3098674642,748800.0,1463040.0,1.2458333333333333,2.2693166531349687,0.47439189513330815,6.732564123682975,8.232800981753236,0.9411764705882353,0.03905228433036093,0.0008568518509304473,2.209747658777339,1.2083333333333333,0.2125712563896468,0.36857125638964705
random,79,0.5,0.962,0.9620682941352937,1769093.1893884528,748800.0,1463040.0,1.2041666666666666,2.3625710328371428,0.4859804081090223,6.7690272818625035,8.261918604104633,0.9104704097116844,0.045725299515832776,0.0002995786587807652,2.3524198644798773,1.2083333333333333,0.08159472799248174,0.2055947279924819
random,83,0.5,0.919,0.9173891396318254,1955441.5875421278,748800.0,1463040.0,1.3291666666666666,2.6114337440466486,0.49449358246158126,7.154563157844632,8.22195454524641,0.9375,0.05549956399477046,0.0008777407731215062,2.6440031843118774,1.3333333333333333,0.1652156237037507,0.32521562370375084
random,89,0.5,0.953,0.9534121812027927,1819665.1348416077,748800.0,1463040.0,1.2833333333333334,2.43010835315386,0.49713081952001503,6.891469155306665,8.095003713376984,0.9478672985781991,0.036343734872771566,0.0003856505874845718,2.4733196863506457,1.2916666666666667,0.15353982559577603,0.31353982559577603
random,97,0.5,0.937,0.9366675870597359,1908933.8098796648,748800.0,1463040.0,1.2958333333333334,2.549323998236729,0.4791505211695445,7.025468282634424,8.57583786139748,0.9478672985781991,0.04312839911962211,0.0005903147558533638,2.5050848241445878,1.2916666666666667,0.15422345606679888,0.310223456066799
resource,53,0.5,0.969,0.9688944569225564,1416446.183110017,748800.0,1463040.0,1.0833333333333333,1.8916215052217114,0.5979375400856621,6.057744182861881,8.61546194460964,0.7817589576547231,0.0885624080867622,0.0037564115398772417,2.4079660137861993,1.2916666666666667,0.014793796568540272,0.13508518800836394
resource,59,0.5,0.932,0.9320085486153513,1323459.444961912,748800.0,1463040.0,1.0458333333333334,1.7674404980794765,0.5764682451028686,5.874678998874664,8.459525097817156,0.8504606661941885,0.05836652811055014,0.005012090923233754,2.1358387418502507,1.1666666666666667,0.0033751190756891765,0.06158876924780949
resource,61,0.5,0.95,0.9485520792689976,1440387.866942014,748800.0,1463040.0,1.1333333333333333,1.9235949077751233,0.6041181359814598,6.136974051069616,8.446193808041642,0.7281553398058253,0.13430912413865698,0.010845209857297873,2.4868961381278054,1.375,0.015417984500500168,0.15138004199951882
resource,67,0.5,0.939,0.9394985042837793,1468298.8897236574,748800.0,1463040.0,1.0416666666666667,1.9608692437548851,0.5591031572360426,6.095037653452475,8.771043675017626,0.8547008547008547,0.060920896151244304,0.002031952024770807,2.2762569324463744,1.125,0.0,0.08767656508471192
resource,71,0.5,0.921,0.9201914482814851,1635732.0720035587,748800.0,1463040.0,1.1375,2.184471250004757,0.5838646543336209,6.450697301103314,8.49236563115388,0.7751937984496124,0.0683472721229812,0.005442323359378776,2.686713537268736,1.3333333333333333,0.0005440211530794541,0.08427202601347597
resource,73,0.5,0.972,0.9711882814616593,1382644.635486836,748800.0,1463040.0,1.0875,1.8464805495283598,0.572327140432311,6.035894462767064,8.258508608449054,0.8708272859216255,0.06293075153362129,0.0046099526089848734,2.209747658777339,1.2083333333333333,0.010786965515484255,0.11416083571725588
resource,79,0.5,0.966,0.9659574743165447,1502221.2418066065,748800.0,1463040.0,1.1291666666666667,2.006171530190447,0.5635214954898352,6.237010913401853,8.261918604104633,0.8765522279035792,0.04327722671768055,0.0005161933761610137,2.3524198644798773,1.2083333333333333,0.00387285703325441,0.12346304551555565
resource,83,0.5,0.923,0.9197396642421062,1541433.7213768722,748800.0,1463040.0,1.1125,2.058538623633647,0.601519859590616,6.278563751331578,8.368236818336518,0.7361963190184049,0.10271229073115146,0.010626530795244251,2.6440031843118774,1.3333333333333333,0.008723155618902814,0.10250977177956444
resource,89,0.5,0.957,0.9572460654993875,1450532.943625752,748800.0,1463040.0,1.1125,1.9371433542010605,0.5991414581431791,6.139057899232288,8.419002957275387,0.7712082262210797,0.09760807471590532,0.002205907349200057,2.4733196863506457,1.2916666666666667,0.009721816813631438,0.12763528889884657
resource,97,0.5,0.938,0.9376268534152542,1570585.5395742555,748800.0,1463040.0,1.1375,2.097470004773312,0.5714682952797256,6.337473547626766,8.714621690260897,0.8241758241758241,0.06803029286404236,0.006056624584852101,2.5050848241445878,1.2916666666666667,0.018971409894343448,0.16182845936606066
utility,53,0.5,0.968,0.9679988193244574,1766450.3320276584,748800.0,1463040.0,1.2875,2.359041575891635,0.49858782191629847,6.827235580912611,8.206955381115622,0.7255139056831923,0.043661623776277345,0.005829095182665219,2.4079660137861993,1.2916666666666667,0.26712582004886837,0.42712582004886845
utility,59,0.5,0.935,0.9349594564547716,1594567.191861612,748800.0,1463040.0,1.1708333333333334,2.1294967840032197,0.4897086996950063,6.421886850828915,8.63365692106602,0.6116207951070336,0.06398560691312195,0.015913330800915056,2.1358387418502507,1.1666666666666667,0.2536838925018036,0.41368389250180376
utility,61,0.5,0.942,0.9410936551678022,1789176.5191630833,748800.0,1463040.0,1.2916666666666667,2.3893917189677887,0.508255691594909,6.887672071358025,8.040728774266938,0.6403415154749199,0.05798617332297909,0.002307211949670842,2.4868961381278054,1.375,0.1887895800582044,0.3407895800582046
utility,67,0.5,0.944,0.9440722506933332,1811166.0938096887,748800.0,1463040.0,1.1791666666666667,2.4187581381005443,0.45614791506645447,6.781731983833972,8.275744068837106,0.6276150627615062,0.05588973229104434,0.006688793838290683,2.2762569324463744,1.125,0.23936222887275116,0.39536222887275124
utility,71,0.5,0.903,0.902704262391409,1925682.8579122538,748800.0,1463040.0,1.2625,2.5716918508443607,0.5101002692087625,7.042512371958178,8.200089032043394,0.5925925925925926,0.04607159025633106,0.014241643548219284,2.686713537268736,1.3333333333333333,0.12890675337825316,0.2809067533782532
utility,73,0.5,0.97,0.9691449990865394,1781046.5517887997,748800.0,1463040.0,1.2625,2.378534390743588,0.44909541303902156,6.88219214940305,7.989493190206367,0.6578947368421053,0.02724923392051115,0.010349728287867328,2.209747658777339,1.2083333333333333,0.26074875486540566,0.42074875486540597
utility,79,0.5,0.961,0.9607294794729159,1747421.4144258383,748800.0,1463040.0,1.25,2.333629025675533,0.4922772595064815,6.755676740489031,8.289611051295717,0.7021650087770626,0.034335064896199655,0.007859712800732215,2.3524198644798773,1.2083333333333333,0.09150207482802003,0.23149321034166684
utility,83,0.5,0.929,0.9287528414050763,1822327.4416450518,748800.0,1463040.0,1.2833333333333334,2.4336637842481976,0.528905275168136,6.926717231726372,8.180341775894862,0.5457025920873124,0.08329132720636594,0.02206902791726348,2.6440031843118774,1.3333333333333333,0.1962862986482128,0.35228629864821276
utility,89,0.5,0.95,0.9503792476401618,1939599.244987303,748800.0,1463040.0,1.3541666666666667,2.590276769480915,0.46398671705535366,7.154609343458441,8.20977362741201,0.7528230865746549,0.03436633659619327,0.006670324553805142,2.4733196863506457,1.2916666666666667,0.1268061392126904,0.2788061392126906
utility,97,0.5,0.937,0.9366641654008984,1976654.0436265368,748800.0,1463040.0,1.3541666666666667,2.6397623445867184,0.4606731657626756,7.19271113863915,8.411984211858972,0.5415162454873647,0.07206127053253861,0.010430734282606373,2.5050848241445878,1.2916666666666667,0.30069826314370257,0.4606982631437027
proposed,53,0.5,0.965,0.9649662957253321,541701.0854115713,241920.0,1463040.0,1.2416666666666667,2.2391744601999477,0.8462365365264806,4.7446110814434554,8.433797106154785,0.8415147265077139,0.007671463092944001,0.001844088021100928,2.4079660137861993,1.2916666666666667,0.0007503384318730752,0.09180937692778357
proposed,59,0.5,0.938,0.9379371439284616,489690.67751145957,241920.0,1463040.0,1.15,2.024184348178985,0.8432898319682456,4.628865379440164,8.565106787838806,0.7822685788787483,0.006662192366348138,0.009098863171882954,2.1358387418502507,1.1666666666666667,0.0012559103658801463,0.10286674451991558
proposed,61,0.5,0.946,0.9451580083465497,557463.6086520328,241920.0,1463040.0,1.2583333333333333,2.304330392906881,0.8467845102137666,4.776796600058158,8.29385952854338,0.7756948933419522,0.006257090939668052,0.001556690533515516,2.4868961381278054,1.375,0.0,0.08155648069768995
proposed,67,0.5,0.939,0.9390743867727945,544057.1613232853,241920.0,1463040.0,1.1291666666666667,2.2489135306022074,0.836631978414352,4.707747921616571,8.635368935994183,0.7751937984496124,0.005519085700899304,0.0035207770275975906,2.2762569324463744,1.125,0.0007503986427195315,0.0994061375315204
proposed,71,0.5,0.916,0.9153194013403316,599032.411188941,245520.0,1463040.0,1.225,2.455233012986302,0.8476042844900995,4.827063665711743,8.383789499518265,0.7425742574257426,0.007017137879958824,0.011869486207653823,2.686713537268736,1.3333333333333333,0.000537724477648706,0.06352814268708189
proposed,73,0.5,0.965,0.9640724219774928,528862.0059981695,241920.0,1463040.0,1.2083333333333333,2.1861028687093618,0.8364149973052892,4.725820594012363,8.300233150244049,0.8102633355840648,0.0059026349593610805,0.00902881629867422,2.209747658777339,1.2083333333333333,4.913175239291707e-05,0.08219413590954175
proposed,79,0.5,0.966,0.9659693619562949,544419.8395440058,247008.0,1463040.0,1.2083333333333333,2.227761587794356,0.8418158718724713,4.739912403792514,8.382372567179845,0.7920792079207921,0.004990090576798301,0.006307780502180526,2.3524198644798773,1.2083333333333333,0.0011094547785113831,0.07704553803661708
proposed,83,0.5,0.926,0.9250527977151716,603878.5729596657,244032.0,1463040.0,1.3125,2.484653434530236,0.8438897403073276,4.8669811192433565,8.416583316526895,0.7125890736342043,0.0067721059784938455,0.01346279332582654,2.6440031843118774,1.3333333333333333,0.0,0.12166492329972754
proposed,89,0.5,0.953,0.9531590020385261,604758.2569816544,257232.0,1463040.0,1.2875,2.4203644311297112,0.8328734868554042,4.8531157810949015,8.458290268578125,0.8823529411764706,0.0033795469081909922,0.002389004260657395,2.4733196863506457,1.2916666666666667,0.0015510740336498645,0.08187403576779916
proposed,97,0.5,0.935,0.9345369683389133,582807.7521423297,241920.0,1463040.0,1.2541666666666667,2.4090928907999736,0.8409818546925851,4.804151189688432,8.630391821886956,0.7712082262210797,0.0052934534846405396,0.004675323952184,2.5050848241445878,1.2916666666666667,0.0007138401197109602,0.10070319990411652
random,53,0.9,0.96,0.9602178053209773,1751174.6817843313,748800.0,1463040.0,1.2625,2.3386414019555715,0.5029238606496149,6.796460809956846,8.501987899194635,0.8961911874533234,0.08201013150142776,0.00038009855252641204,2.4079660137861993,1.2916666666666667,0.17083585020713254,0.33083585020713263
random,59,0.9,0.91,0.9100272885131927,1601539.5314046077,748800.0,1463040.0,1.1708333333333334,2.1388081348886314,0.4874774207437509,6.428443573191491,8.415736720332408,0.913937547600914,0.07561831550429247,0.001268720636002297,2.1358387418502507,1.1666666666666667,0.2013946038222099,0.36139460382221006
random,61,0.9,0.937,0.9357905080401926,1884937.5638923629,748800.0,1463040.0,1.4041666666666666,2.5172777295571054,0.48193634959137344,7.105345522015402,7.983987851101088,0.9125475285171103,0.04870621049486413,0.0005240607071625418,2.4868961381278054,1.375,0.37747075335963554,0.5374707533596357
random,67,0.9,0.943,0.9432159921260828,1694875.598003264,748800.0,1463040.0,1.1208333333333333,2.2634556597265814,0.49106731247481017,6.5321063490532145,8.747625849816139,0.9836065573770492,0.04473139443021223,0.00010354847405997288,2.2762569324463744,1.125,0.1175516021025268,0.2775516021025269
random,71,0.9,0.895,0.8923646297368771,1986187.382454882,748800.0,1463040.0,1.3166666666666667,2.652493833406632,0.4947077292776437,7.234537401840543,8.32584685417659,0.9345794392523364,0.0761371800979973,0.0009103027756023913,2.686713537268736,1.3333333333333333,0.07480328259257499,0.19074596830970422
random,73,0.9,0.963,0.9623023270538207,1699264.3098674642,748800.0,1463040.0,1.2458333333333333,2.2693166531349687,0.47439189513330815,6.732564123682975,8.232800981753236,0.9411764705882353,0.039818753131637685,0.0013774084457539209,2.209747658777339,1.2083333333333333,0.2125712563896468,0.36857125638964705
random,79,0.9,0.965,0.9647391415965998,1735158.1431361753,748800.0,1463040.0,1.1958333333333333,2.3172517937181834,0.4958404192887764,6.681854897069272,8.14235545944938,0.9309542280837859,0.03791462343622072,0.001045704830395516,2.3524198644798773,1.2083333333333333,0.03507489538172376,0.1788557132992897
random,83,0.9,0.915,0.9133784838024077,1972923.6881353802,748800.0,1463040.0,1.3291666666666666,2.6347805664201163,0.489974238034091,7.184869853276714,8.338980363718496,0.9441384736428009,0.05805331981966912,0.000795883176473346,2.6440031843118774,1.3333333333333333,0.198346726036409,0.3583467260364091
random,89,0.9,0.962,0.9624609602499483,1846884.9644150452,748800.0,1463040.0,1.275,2.4664596212807814,0.489608549005341,6.92365698203024,8.094078241737828,0.9426551453260016,0.04985312893704001,0.00044288112628357626,2.4733196863506457,1.2916666666666667,0.15446529723493332,0.3144652972349334
random,97,0.9,0.94,0.9384732923368398,1869788.0848694118,748800.0,1463040.0,1.2875,2.497046053511502,0.4898313684385841,6.958244925109163,8.616933540420483,0.9375,0.04245367537580698,0.0005306194462232367,2.5050848241445878,1.2916666666666667,0.1697399042212538,0.321739904221254
resource,53,0.9,0.959,0.9592293603098613,1416052.5980118837,748800.0,1463040.0,1.0833333333333333,1.8910958840970669,0.5980492603858247,6.0571538052146785,8.61546194460964,0.7802340702210663,0.0939215714450382,0.004367147199506129,2.4079660137861993,1.2916666666666667,0.018793796568540272,0.13508518800836392
resource,59,0.9,0.917,0.9172306779763421,1331464.203558008,748800.0,1463040.0,1.05,1.7781306137259718,0.5739065727610085,5.890506428841649,8.459525097817156,0.8547008547008547,0.04428947435568141,0.004289748577779133,2.1358387418502507,1.1666666666666667,0.011106825086060156,0.07669559433386965
resource,61,0.9,0.945,0.9438830512421774,1480940.7185479875,748800.0,1463040.0,1.1583333333333334,1.977752027975408,0.592972430818639,6.22676857250893,8.446193808041642,0.7547169811320755,0.07058178080234158,0.005056387106839137,2.4868961381278054,1.375,0.029320685833006222,0.16528274333202486
resource,67,0.9,0.946,0.9463768906615003,1468298.8897236574,748800.0,1463040.0,1.0416666666666667,1.9608692437548851,0.5591031572360426,6.095037653452475,8.771043675017626,0.8547008547008547,0.03129665620812339,0.007069689367695194,2.2762569324463744,1.125,0.0,0.08767656508471192
resource,71,0.9,0.9,0.8970349391691166,1605706.9153014391,748800.0,1463040.0,1.1208333333333333,2.1443735514175244,0.5915031479333823,6.38495717281818,8.503420468824832,0.75,0.09627607802794746,0.00823763834978301,2.686713537268736,1.3333333333333333,0.011341113735814055,0.08427202601347597
